,name,ageDuringRace,points
0,Nico Rosberg,28,25.0
1,Nico Rosberg,29,18.0
2,Nico Rosberg,30,25.0
3,Kevin Magnussen,21,18.0
4,Kevin Magnussen,22,0.0
5,Kevin Magnussen,23,0.0
6,Kevin Magnussen,24,0.0
7,Kevin Magnussen,25,0.0
8,Kevin Magnussen,26,8.0
9,Jenson Button,34,15.0
10,Jenson Button,35,0.0
11,Jenson Button,36,0.0
12,Fernando Alonso,32,12.0
13,Fernando Alonso,34,0.0
14,Fernando Alonso,35,0.0
15,Fernando Alonso,36,10.0
16,Valtteri Bottas,24,10.0
17,Valtteri Bottas,25,0.0
18,Valtteri Bottas,26,4.0
19,Valtteri Bottas,27,15.0
20,Valtteri Bottas,28,4.0
21,Valtteri Bottas,29,26.0
22,Nico Hülkenberg,26,8.0
23,Nico Hülkenberg,27,6.0
24,Nico Hülkenberg,28,6.0
25,Nico Hülkenberg,29,0.0
26,Nico Hülkenberg,30,6.0
27,Nico Hülkenberg,31,6.0
28,Kimi Räikkönen,34,6.0
29,Kimi Räikkönen,35,0.0
30,Kimi Räikkönen,36,0.0
31,Kimi Räikkönen,37,12.0
32,Kimi Räikkönen,38,15.0
33,Kimi Räikkönen,39,4.0
34,Jean-Éric Vergne,23,4.0
35,Daniil Kvyat,19,2.0
36,Daniil Kvyat,20,0.0
37,Daniil Kvyat,21,0.0
38,Daniil Kvyat,22,2.0
39,Daniil Kvyat,24,1.0
40,Sergio Pérez,24,1.0
41,Sergio Pérez,25,1.0
42,Sergio Pérez,26,0.0
43,Sergio Pérez,27,6.0
44,Sergio Pérez,28,0.0
45,Sergio Pérez,29,0.0
46,Adrian Sutil,31,0.0
47,Esteban Gutiérrez,22,0.0
48,Esteban Gutiérrez,24,0.0
49,Max Chilton,22,0.0
50,Jules Bianchi,24,0.0
51,Romain Grosjean,27,0.0
52,Romain Grosjean,28,0.0
53,Romain Grosjean,29,8.0
54,Romain Grosjean,30,0.0
55,Romain Grosjean,31,0.0
56,Romain Grosjean,32,0.0
57,Pastor Maldonado,29,0.0
58,Pastor Maldonado,30,0.0
59,Marcus Ericsson,23,0.0
60,Marcus Ericsson,24,4.0
61,Marcus Ericsson,25,0.0
62,Marcus Ericsson,26,0.0
63,Marcus Ericsson,27,0.0
64,Sebastian Vettel,26,0.0
65,Sebastian Vettel,27,15.0
66,Sebastian Vettel,28,15.0
67,Sebastian Vettel,29,25.0
68,Sebastian Vettel,30,25.0
69,Sebastian Vettel,31,12.0
70,Lewis Hamilton,29,0.0
71,Lewis Hamilton,30,25.0
72,Lewis Hamilton,31,18.0
73,Lewis Hamilton,32,18.0
74,Lewis Hamilton,33,18.0
75,Lewis Hamilton,34,18.0
76,Felipe Massa,32,0.0
77,Felipe Massa,33,12.0
78,Felipe Massa,34,10.0
79,Felipe Massa,35,8.0
80,Kamui Kobayashi,27,0.0
81,Daniel Ricciardo,24,0.0
82,Daniel Ricciardo,25,8.0
83,Daniel Ricciardo,26,12.0
84,Daniel Ricciardo,27,0.0
85,Daniel Ricciardo,28,12.0
86,Daniel Ricciardo,29,0.0
87,Felipe Nasr,22,10.0
88,Felipe Nasr,23,0.0
89,Carlos Sainz,20,2.0
90,Carlos Sainz,21,2.0
91,Carlos Sainz,22,4.0
92,Carlos Sainz,23,1.0
93,Carlos Sainz,24,0.0
94,Max Verstappen,17,0.0
95,Max Verstappen,18,1.0
96,Max Verstappen,19,10.0
97,Max Verstappen,20,8.0
98,Max Verstappen,21,15.0
99,Jolyon Palmer,25,0.0
100,Jolyon Palmer,26,0.0
101,Pascal Wehrlein,21,0.0
102,Rio Haryanto,23,0.0
103,Stoffel Vandoorne,25,0.0
104,Stoffel Vandoorne,26,2.0
105,Esteban Ocon,20,1.0
106,Esteban Ocon,21,0.0
107,Antonio Giovinazzi,23,0.0
108,Antonio Giovinazzi,25,0.0
109,Lance Stroll,18,0.0
110,Lance Stroll,19,0.0
111,Lance Stroll,20,2.0
112,Pierre Gasly,22,0.0
113,Pierre Gasly,23,0.0
114,Brendon Hartley,28,0.0
115,Charles Leclerc,20,0.0
116,Charles Leclerc,21,10.0
117,Sergey Sirotkin,22,0.0
118,Lando Norris,19,0.0
119,Alexander Albon,22,0.0
120,George Russell,21,0.0
121,Robert Kubica,34,0.0
123,Nico Rosberg,28,18.0
124,Nico Rosberg,29,15.0
125,Nico Rosberg,31,15.0
126,Kevin Magnussen,21,2.0
127,Kevin Magnussen,24,0.0
128,Kevin Magnussen,25,0.0
129,Jenson Button,34,8.0
130,Jenson Button,35,0.0
131,Jenson Button,36,2.0
132,Fernando Alonso,32,12.0
133,Fernando Alonso,33,0.0
134,Fernando Alonso,35,6.0
135,Fernando Alonso,36,0.0
136,Valtteri Bottas,24,4.0
137,Valtteri Bottas,25,10.0
138,Valtteri Bottas,27,10.0
139,Valtteri Bottas,28,10.0
140,Nico Hülkenberg,26,10.0
141,Nico Hülkenberg,27,0.0
142,Nico Hülkenberg,29,4.0
143,Nico Hülkenberg,30,0.0
144,Kimi Räikkönen,34,0.0
145,Kimi Räikkönen,35,12.0
146,Kimi Räikkönen,36,12.0
147,Kimi Räikkönen,37,0.0
148,Jean-Éric Vergne,23,0.0
149,Daniil Kvyat,19,1.0
150,Daniil Kvyat,20,2.0
151,Daniil Kvyat,22,0.0
152,Sergio Pérez,24,0.0
153,Sergio Pérez,25,0.0
154,Sergio Pérez,26,8.0
155,Sergio Pérez,27,8.0
156,Adrian Sutil,31,0.0
157,Esteban Gutiérrez,22,0.0
158,Esteban Gutiérrez,25,0.0
159,Max Chilton,22,0.0
160,Jules Bianchi,24,0.0
161,Romain Grosjean,27,0.0
162,Romain Grosjean,28,0.0
163,Romain Grosjean,30,0.0
164,Romain Grosjean,31,0.0
165,Pastor Maldonado,29,0.0
166,Pastor Maldonado,30,0.0
167,Marcus Ericsson,23,0.0
168,Marcus Ericsson,24,0.0
169,Marcus Ericsson,26,0.0
170,Marcus Ericsson,27,0.0
171,Sebastian Vettel,26,15.0
172,Sebastian Vettel,27,25.0
173,Sebastian Vettel,29,0.0
174,Sebastian Vettel,30,12.0
175,Lewis Hamilton,29,25.0
176,Lewis Hamilton,30,18.0
177,Lewis Hamilton,31,0.0
178,Lewis Hamilton,32,18.0
179,Felipe Massa,32,6.0
180,Felipe Massa,33,8.0
181,Felipe Massa,35,0.0
182,Felipe Massa,36,2.0
183,Kamui Kobayashi,27,0.0
184,Daniel Ricciardo,24,0.0
185,Daniel Ricciardo,25,1.0
186,Daniel Ricciardo,27,25.0
187,Daniel Ricciardo,28,15.0
188,Will Stevens,23,0.0
189,Felipe Nasr,22,0.0
190,Felipe Nasr,24,0.0
191,Carlos Sainz,20,4.0
192,Carlos Sainz,22,0.0
193,Carlos Sainz,23,0.0
194,Max Verstappen,17,6.0
195,Max Verstappen,19,18.0
196,Max Verstappen,20,25.0
197,Roberto Merhi,24,0.0
198,Jolyon Palmer,25,1.0
199,Jolyon Palmer,26,0.0
200,Pascal Wehrlein,21,0.0
201,Pascal Wehrlein,22,0.0
202,Stoffel Vandoorne,25,6.0
203,Esteban Ocon,20,0.0
204,Esteban Ocon,21,1.0
205,Lance Stroll,18,4.0
206,Pierre Gasly,21,0.0
207,Nico Rosberg,28,18.0
208,Nico Rosberg,29,15.0
209,Nico Rosberg,30,25.0
210,Kevin Magnussen,21,0.0
211,Kevin Magnussen,23,0.0
212,Kevin Magnussen,24,0.0
213,Kevin Magnussen,25,10.0
214,Kevin Magnussen,26,0.0
215,Kevin Magnussen,28,0.0
216,Kevin Magnussen,28,0.0
217,Jenson Button,34,0.0
218,Jenson Button,35,0.0
219,Jenson Button,36,0.0
220,Fernando Alonso,32,2.0
221,Fernando Alonso,33,0.0
222,Fernando Alonso,35,0.0
223,Fernando Alonso,36,6.0
224,Fernando Alonso,39,0.0
225,Valtteri Bottas,24,4.0
226,Valtteri Bottas,25,12.0
227,Valtteri Bottas,26,2.0
228,Valtteri Bottas,27,15.0
229,Valtteri Bottas,28,18.0
230,Valtteri Bottas,29,18.0
231,Valtteri Bottas,31,4.0
232,Valtteri Bottas,31,4.0
233,Valtteri Bottas,31,16.0
234,Nico Hülkenberg,26,10.0
235,Nico Hülkenberg,27,0.0
236,Nico Hülkenberg,28,0.0
237,Nico Hülkenberg,29,2.0
238,Nico Hülkenberg,30,8.0
239,Nico Hülkenberg,31,0.0
240,Kimi Räikkönen,34,1.0
241,Kimi Räikkönen,35,18.0
242,Kimi Räikkönen,36,18.0
243,Kimi Räikkönen,37,12.0
244,Kimi Räikkönen,38,0.0
245,Kimi Räikkönen,39,6.0
246,Kimi Räikkönen,41,0.0
247,Kimi Räikkönen,41,0.0
248,Kimi Räikkönen,41,0.0
249,Jean-Éric Vergne,23,0.0
250,Daniil Kvyat,19,0.0
251,Daniil Kvyat,20,2.0
252,Daniil Kvyat,21,6.0
253,Daniil Kvyat,22,0.0
254,Daniil Kvyat,24,0.0
255,Daniil Kvyat,26,0.0
256,Daniil Kvyat,26,6.0
257,Sergio Pérez,24,15.0
258,Sergio Pérez,25,4.0
259,Sergio Pérez,26,0.0
260,Sergio Pérez,27,6.0
261,Sergio Pérez,28,0.0
262,Sergio Pérez,29,1.0
263,Sergio Pérez,30,0.0
264,Sergio Pérez,30,25.0
265,Sergio Pérez,31,10.0
266,Adrian Sutil,31,0.0
267,Esteban Gutiérrez,22,0.0
268,Esteban Gutiérrez,24,0.0
269,Max Chilton,22,0.0
270,Jules Bianchi,24,0.0
271,Romain Grosjean,27,0.0
272,Romain Grosjean,29,6.0
273,Romain Grosjean,29,10.0
274,Romain Grosjean,31,4.0
275,Romain Grosjean,31,0.0
276,Romain Grosjean,32,0.0
277,Romain Grosjean,34,0.0
278,Pastor Maldonado,29,0.0
279,Pastor Maldonado,30,0.0
280,Marcus Ericsson,23,0.0
281,Marcus Ericsson,24,0.0
282,Marcus Ericsson,25,0.0
283,Marcus Ericsson,26,0.0
284,Marcus Ericsson,27,2.0
285,Sebastian Vettel,26,8.0
286,Sebastian Vettel,27,10.0
287,Sebastian Vettel,28,0.0
288,Sebastian Vettel,29,25.0
289,Sebastian Vettel,30,25.0
290,Sebastian Vettel,31,10.0
291,Sebastian Vettel,33,0.0
292,Sebastian Vettel,33,0.0
293,Sebastian Vettel,33,0.0
294,Lewis Hamilton,29,25.0
295,Lewis Hamilton,30,25.0
296,Lewis Hamilton,31,15.0
297,Lewis Hamilton,32,18.0
298,Lewis Hamilton,33,15.0
299,Lewis Hamilton,34,25.0
300,Lewis Hamilton,35,25.0
301,Lewis Hamilton,36,25.0
302,Felipe Massa,32,6.0
303,Felipe Massa,34,1.0
304,Felipe Massa,34,4.0
305,Felipe Massa,36,8.0
306,Kamui Kobayashi,27,0.0
307,Daniel Ricciardo,24,12.0
308,Daniel Ricciardo,25,8.0
309,Daniel Ricciardo,26,12.0
310,Daniel Ricciardo,27,10.0
311,Daniel Ricciardo,28,0.0
312,Daniel Ricciardo,29,0.0
313,Daniel Ricciardo,31,6.0
314,Daniel Ricciardo,31,10.0
315,Daniel Ricciardo,31,6.0
316,Will Stevens,23,0.0
317,Felipe Nasr,22,0.0
318,Felipe Nasr,23,0.0
319,Carlos Sainz,20,0.0
320,Carlos Sainz,21,0.0
321,Carlos Sainz,22,0.0
322,Carlos Sainz,23,0.0
323,Carlos Sainz,24,0.0
324,Carlos Sainz,26,10.0
325,Carlos Sainz,26,12.0
326,Carlos Sainz,26,4.0
327,Max Verstappen,17,0.0
328,Max Verstappen,18,8.0
329,Max Verstappen,19,0.0
330,Max Verstappen,20,0.0
331,Max Verstappen,21,12.0
332,Max Verstappen,23,19.0
333,Max Verstappen,23,0.0
334,Max Verstappen,23,18.0
335,Roberto Merhi,24,0.0
336,Jolyon Palmer,25,0.0
337,Jolyon Palmer,26,0.0
338,Pascal Wehrlein,21,0.0
339,Pascal Wehrlein,22,0.0
340,Rio Haryanto,23,0.0
341,Stoffel Vandoorne,24,1.0
342,Stoffel Vandoorne,25,0.0
343,Stoffel Vandoorne,26,4.0
344,Esteban Ocon,20,1.0
345,Esteban Ocon,21,1.0
346,Esteban Ocon,24,2.0
347,Esteban Ocon,24,18.0
348,Esteban Ocon,24,0.0
349,Antonio Giovinazzi,25,0.0
350,Antonio Giovinazzi,26,0.0
351,Antonio Giovinazzi,26,0.0
352,Antonio Giovinazzi,27,0.0
353,Lance Stroll,18,0.0
354,Lance Stroll,19,0.0
355,Lance Stroll,20,0.0
356,Lance Stroll,22,0.0
357,Lance Stroll,22,15.0
358,Lance Stroll,22,1.0
359,Pierre Gasly,22,12.0
360,Pierre Gasly,23,4.0
361,Pierre Gasly,24,8.0
362,Pierre Gasly,24,0.0
363,Pierre Gasly,25,0.0
364,Brendon Hartley,28,0.0
365,Charles Leclerc,20,0.0
366,Charles Leclerc,21,16.0
367,Charles Leclerc,23,1.0
368,Charles Leclerc,23,0.0
369,Charles Leclerc,23,8.0
370,Sergey Sirotkin,22,0.0
371,Lando Norris,19,8.0
372,Lando Norris,21,12.0
373,Lando Norris,21,1.0
374,Lando Norris,21,12.0
375,Alexander Albon,23,2.0
376,Alexander Albon,24,15.0
377,Alexander Albon,24,8.0
378,George Russell,21,0.0
379,George Russell,22,0.0
380,George Russell,22,3.0
381,George Russell,23,0.0
382,Robert Kubica,34,0.0
383,Nicholas Latifi,25,0.0
384,Nicholas Latifi,25,0.0
385,Nicholas Latifi,25,0.0
386,Jack Aitken,25,0.0
387,Pietro Fittipaldi,24,0.0
388,Yuki Tsunoda,20,2.0
389,Mick Schumacher,22,0.0
390,Nikita Mazepin,22,0.0
391,Nico Rosberg,28,18.0
392,Nico Rosberg,29,18.0
393,Nico Rosberg,30,25.0
394,Kevin Magnussen,21,0.0
395,Kevin Magnussen,23,0.0
396,Kevin Magnussen,24,4.0
397,Kevin Magnussen,25,1.0
398,Kevin Magnussen,26,0.0
399,Jenson Button,34,0.0
400,Jenson Button,35,0.0
401,Jenson Button,36,0.0
402,Fernando Alonso,32,15.0
403,Fernando Alonso,33,0.0
404,Fernando Alonso,34,0.0
405,Fernando Alonso,35,0.0
406,Fernando Alonso,36,6.0
407,Valtteri Bottas,24,6.0
408,Valtteri Bottas,25,8.0
409,Valtteri Bottas,26,1.0
410,Valtteri Bottas,27,8.0
411,Valtteri Bottas,28,18.0
412,Valtteri Bottas,29,18.0
413,Nico Hülkenberg,26,8.0
414,Nico Hülkenberg,27,0.0
415,Nico Hülkenberg,28,0.0
416,Nico Hülkenberg,29,0.0
417,Nico Hülkenberg,30,8.0
418,Nico Hülkenberg,31,0.0
419,Kimi Räikkönen,34,4.0
420,Kimi Räikkönen,35,12.0
421,Kimi Räikkönen,36,10.0
422,Kimi Räikkönen,37,10.0
423,Kimi Räikkönen,38,15.0
424,Kimi Räikkönen,39,2.0
425,Jean-Éric Vergne,24,0.0
426,Daniil Kvyat,19,1.0
427,Daniil Kvyat,20,0.0
428,Daniil Kvyat,21,15.0
429,Daniil Kvyat,22,0.0
430,Daniil Kvyat,24,0.0
431,Sergio Pérez,24,2.0
432,Sergio Pérez,25,0.0
433,Sergio Pérez,26,0.0
434,Sergio Pérez,27,2.0
435,Sergio Pérez,28,0.0
436,Sergio Pérez,29,4.0
437,Adrian Sutil,31,0.0
438,Esteban Gutiérrez,22,0.0
439,Esteban Gutiérrez,24,0.0
440,Max Chilton,23,0.0
441,Jules Bianchi,24,0.0
442,Romain Grosjean,28,0.0
443,Romain Grosjean,29,6.0
444,Romain Grosjean,30,0.0
445,Romain Grosjean,31,0.0
446,Romain Grosjean,32,0.0
447,Romain Grosjean,33,0.0
448,Pastor Maldonado,29,0.0
449,Pastor Maldonado,30,0.0
450,Marcus Ericsson,23,0.0
451,Marcus Ericsson,24,1.0
452,Marcus Ericsson,25,0.0
453,Marcus Ericsson,26,0.0
454,Marcus Ericsson,27,0.0
455,Sebastian Vettel,26,10.0
456,Sebastian Vettel,27,15.0
457,Sebastian Vettel,28,18.0
458,Sebastian Vettel,29,18.0
459,Sebastian Vettel,30,4.0
460,Sebastian Vettel,31,15.0
461,Lewis Hamilton,29,25.0
462,Lewis Hamilton,30,25.0
463,Lewis Hamilton,31,6.0
464,Lewis Hamilton,32,25.0
465,Lewis Hamilton,33,12.0
466,Lewis Hamilton,34,25.0
467,Felipe Massa,33,0.0
468,Felipe Massa,33,10.0
469,Felipe Massa,35,8.0
470,Felipe Massa,35,0.0
471,Kamui Kobayashi,27,0.0
472,Daniel Ricciardo,24,12.0
473,Daniel Ricciardo,25,2.0
474,Daniel Ricciardo,26,12.0
475,Daniel Ricciardo,27,12.0
476,Daniel Ricciardo,28,25.0
477,Daniel Ricciardo,29,6.0
478,Will Stevens,23,0.0
479,Felipe Nasr,22,4.0
480,Felipe Nasr,23,0.0
481,Carlos Sainz,20,0.0
482,Carlos Sainz,21,2.0
483,Carlos Sainz,22,6.0
484,Carlos Sainz,23,2.0
485,Carlos Sainz,24,0.0
486,Max Verstappen,17,0.0
487,Max Verstappen,18,4.0
488,Max Verstappen,19,15.0
489,Max Verstappen,20,10.0
490,Max Verstappen,21,12.0
491,Roberto Merhi,24,0.0
492,Jolyon Palmer,25,0.0
493,Jolyon Palmer,26,0.0
494,Pascal Wehrlein,21,0.0
495,Rio Haryanto,23,0.0
496,Stoffel Vandoorne,25,0.0
497,Stoffel Vandoorne,26,0.0
498,Esteban Ocon,20,1.0
499,Esteban Ocon,21,0.0
500,Antonio Giovinazzi,23,0.0
501,Antonio Giovinazzi,25,0.0
502,Lance Stroll,18,0.0
503,Lance Stroll,19,0.0
504,Lance Stroll,20,0.0
505,Pierre Gasly,22,0.0
506,Pierre Gasly,23,9.0
507,Brendon Hartley,28,0.0
508,Charles Leclerc,20,0.0
509,Charles Leclerc,21,10.0
510,Sergey Sirotkin,22,0.0
511,Lando Norris,19,0.0
512,Alexander Albon,23,1.0
513,George Russell,21,0.0
514,Robert Kubica,34,0.0
515,Nico Rosberg,28,18.0
516,Nico Rosberg,29,25.0
517,Nico Rosberg,30,0.0
518,Kevin Magnussen,21,0.0
519,Kevin Magnussen,23,0.0
520,Kevin Magnussen,24,0.0
521,Kevin Magnussen,25,8.0
522,Kevin Magnussen,26,6.0
523,Kevin Magnussen,27,0.0
524,Jenson Button,34,0.0
525,Jenson Button,35,0.0
526,Jenson Button,36,2.0
527,Fernando Alonso,32,8.0
528,Fernando Alonso,33,0.0
529,Fernando Alonso,34,0.0
530,Fernando Alonso,35,0.0
531,Fernando Alonso,36,4.0
532,Fernando Alonso,39,0.0
533,Valtteri Bottas,24,10.0
534,Valtteri Bottas,25,12.0
535,Valtteri Bottas,26,10.0
536,Valtteri Bottas,27,0.0
537,Valtteri Bottas,28,18.0
538,Valtteri Bottas,29,18.0
539,Valtteri Bottas,30,16.0
540,Valtteri Bottas,31,15.0
541,Nico Hülkenberg,26,1.0
542,Nico Hülkenberg,27,0.0
543,Nico Hülkenberg,28,0.0
544,Nico Hülkenberg,29,8.0
545,Nico Hülkenberg,30,0.0
546,Nico Hülkenberg,31,0.0
547,Kimi Räikkönen,34,6.0
548,Kimi Räikkönen,35,10.0
549,Kimi Räikkönen,36,18.0
550,Kimi Räikkönen,37,0.0
551,Kimi Räikkönen,38,0.0
552,Kimi Räikkönen,39,0.0
553,Kimi Räikkönen,40,0.0
554,Kimi Räikkönen,41,0.0
555,Jean-Éric Vergne,24,0.0
556,Daniil Kvyat,20,0.0
557,Daniil Kvyat,21,1.0
558,Daniil Kvyat,22,1.0
559,Daniil Kvyat,23,2.0
560,Daniil Kvyat,25,2.0
561,Daniil Kvyat,26,0.0
562,Sergio Pérez,24,2.0
563,Sergio Pérez,25,0.0
564,Sergio Pérez,26,6.0
565,Sergio Pérez,27,12.0
566,Sergio Pérez,28,2.0
567,Sergio Pérez,29,0.0
568,Sergio Pérez,30,10.0
569,Sergio Pérez,31,10.0
570,Adrian Sutil,31,0.0
571,Esteban Gutiérrez,22,0.0
572,Esteban Gutiérrez,24,0.0
573,Max Chilton,23,0.0
574,Jules Bianchi,24,0.0
575,Romain Grosjean,28,4.0
576,Romain Grosjean,29,4.0
577,Romain Grosjean,30,0.0
578,Romain Grosjean,31,1.0
579,Romain Grosjean,32,0.0
580,Romain Grosjean,33,1.0
581,Romain Grosjean,34,0.0
582,Pastor Maldonado,29,0.0
583,Pastor Maldonado,30,0.0
584,Marcus Ericsson,23,0.0
585,Marcus Ericsson,24,0.0
586,Marcus Ericsson,25,0.0
587,Marcus Ericsson,26,0.0
588,Marcus Ericsson,27,0.0
589,Sebastian Vettel,26,12.0
590,Sebastian Vettel,27,15.0
591,Sebastian Vettel,28,15.0
592,Sebastian Vettel,29,18.0
593,Sebastian Vettel,30,12.0
594,Sebastian Vettel,31,12.0
595,Sebastian Vettel,33,6.0
596,Sebastian Vettel,33,0.0
597,Lewis Hamilton,29,25.0
598,Lewis Hamilton,30,18.0
599,Lewis Hamilton,31,0.0
600,Lewis Hamilton,32,25.0
601,Lewis Hamilton,33,25.0
602,Lewis Hamilton,34,26.0
603,Lewis Hamilton,35,25.0
604,Lewis Hamilton,36,25.0
605,Felipe Massa,33,0.0
606,Felipe Massa,34,8.0
607,Felipe Massa,35,4.0
608,Felipe Massa,36,0.0
609,Kamui Kobayashi,27,0.0
610,Daniel Ricciardo,24,15.0
611,Daniel Ricciardo,25,6.0
612,Daniel Ricciardo,26,12.0
613,Daniel Ricciardo,27,15.0
614,Daniel Ricciardo,28,10.0
615,Daniel Ricciardo,29,0.0
616,Daniel Ricciardo,31,0.0
617,Daniel Ricciardo,31,8.0
618,Will Stevens,23,0.0
619,Felipe Nasr,22,0.0
620,Felipe Nasr,23,0.0
621,Carlos Sainz,20,2.0
622,Carlos Sainz,21,8.0
623,Carlos Sainz,22,6.0
624,Carlos Sainz,23,6.0
625,Carlos Sainz,24,4.0
626,Carlos Sainz,25,8.0
627,Carlos Sainz,26,6.0
628,Max Verstappen,17,0.0
629,Max Verstappen,18,25.0
630,Max Verstappen,19,0.0
631,Max Verstappen,20,15.0
632,Max Verstappen,21,15.0
633,Max Verstappen,22,18.0
634,Max Verstappen,23,19.0
635,Roberto Merhi,24,0.0
636,Jolyon Palmer,25,0.0
637,Jolyon Palmer,26,0.0
638,Pascal Wehrlein,21,0.0
639,Pascal Wehrlein,22,4.0
640,Rio Haryanto,23,0.0
641,Stoffel Vandoorne,25,0.0
642,Stoffel Vandoorne,26,0.0
643,Esteban Ocon,20,10.0
644,Esteban Ocon,21,0.0
645,Esteban Ocon,23,0.0
646,Esteban Ocon,24,2.0
647,Antonio Giovinazzi,25,0.0
648,Antonio Giovinazzi,26,0.0
649,Antonio Giovinazzi,27,0.0
650,Lance Stroll,18,0.0
651,Lance Stroll,19,0.0
652,Lance Stroll,20,0.0
653,Lance Stroll,21,12.0
654,Lance Stroll,22,0.0
655,Pierre Gasly,22,0.0
656,Pierre Gasly,23,8.0
657,Pierre Gasly,24,2.0
658,Pierre Gasly,25,1.0
659,Brendon Hartley,28,0.0
660,Charles Leclerc,20,1.0
661,Charles Leclerc,21,10.0
662,Charles Leclerc,22,0.0
663,Charles Leclerc,23,12.0
664,Sergey Sirotkin,22,0.0
665,Lando Norris,19,0.0
666,Lando Norris,20,1.0
667,Lando Norris,21,4.0
668,Alexander Albon,23,0.0
669,Alexander Albon,24,4.0
670,George Russell,21,0.0
671,George Russell,22,0.0
672,George Russell,23,0.0
673,Robert Kubica,34,0.0
674,Nicholas Latifi,25,0.0
675,Nicholas Latifi,25,0.0
676,Yuki Tsunoda,21,0.0
677,Mick Schumacher,22,0.0
678,Nikita Mazepin,22,0.0
679,Nico Rosberg,28,25.0
680,Nico Rosberg,29,25.0
681,Nico Rosberg,30,6.0
682,Kevin Magnussen,21,1.0
683,Kevin Magnussen,23,0.0
684,Kevin Magnussen,24,1.0
685,Kevin Magnussen,25,0.0
686,Kevin Magnussen,26,0.0
687,Jenson Button,34,8.0
688,Jenson Button,35,4.0
689,Jenson Button,36,2.0
690,Jenson Button,37,0.0
691,Fernando Alonso,32,12.0
692,Fernando Alonso,33,0.0
693,Fernando Alonso,34,10.0
694,Fernando Alonso,36,0.0
695,Fernando Alonso,39,0.0
696,Valtteri Bottas,24,0.0
697,Valtteri Bottas,25,0.0
698,Valtteri Bottas,26,0.0
699,Valtteri Bottas,27,12.0
700,Valtteri Bottas,28,10.0
701,Valtteri Bottas,29,15.0
702,Valtteri Bottas,31,0.0
703,Nico Hülkenberg,26,10.0
704,Nico Hülkenberg,27,0.0
705,Nico Hülkenberg,28,8.0
706,Nico Hülkenberg,29,0.0
707,Nico Hülkenberg,30,4.0
708,Nico Hülkenberg,31,0.0
709,Kimi Räikkönen,34,0.0
710,Kimi Räikkönen,35,8.0
711,Kimi Räikkönen,36,0.0
712,Kimi Räikkönen,37,18.0
713,Kimi Räikkönen,38,12.0
714,Kimi Räikkönen,39,0.0
715,Kimi Räikkönen,41,0.0
716,Jean-Éric Vergne,24,0.0
717,Daniil Kvyat,20,0.0
718,Daniil Kvyat,21,12.0
719,Daniil Kvyat,22,0.0
720,Daniil Kvyat,23,0.0
721,Daniil Kvyat,25,6.0
722,Sergio Pérez,24,0.0
723,Sergio Pérez,25,6.0
724,Sergio Pérez,26,15.0
725,Sergio Pérez,27,0.0
726,Sergio Pérez,28,0.0
727,Sergio Pérez,29,0.0
728,Sergio Pérez,31,12.0
729,Adrian Sutil,31,0.0
730,Esteban Gutiérrez,22,0.0
731,Esteban Gutiérrez,24,0.0
732,Max Chilton,23,0.0
733,Jules Bianchi,24,2.0
734,Romain Grosjean,28,4.0
735,Romain Grosjean,29,0.0
736,Romain Grosjean,30,0.0
737,Romain Grosjean,31,4.0
738,Romain Grosjean,32,0.0
739,Romain Grosjean,33,1.0
740,Pastor Maldonado,29,0.0
741,Pastor Maldonado,30,0.0
742,Marcus Ericsson,23,0.0
743,Marcus Ericsson,24,0.0
744,Marcus Ericsson,25,0.0
745,Marcus Ericsson,26,0.0
746,Marcus Ericsson,27,0.0
747,Sebastian Vettel,26,0.0
748,Sebastian Vettel,27,18.0
749,Sebastian Vettel,28,12.0
750,Sebastian Vettel,29,25.0
751,Sebastian Vettel,30,18.0
752,Sebastian Vettel,31,18.0
753,Sebastian Vettel,33,10.0
754,Lewis Hamilton,29,18.0
755,Lewis Hamilton,30,15.0
756,Lewis Hamilton,31,25.0
757,Lewis Hamilton,32,6.0
758,Lewis Hamilton,33,15.0
759,Lewis Hamilton,34,25.0
760,Lewis Hamilton,36,7.0
761,Felipe Massa,33,6.0
762,Felipe Massa,34,0.0
763,Felipe Massa,35,1.0
764,Felipe Massa,36,2.0
765,Kamui Kobayashi,27,0.0
766,Daniel Ricciardo,24,15.0
767,Daniel Ricciardo,25,10.0
768,Daniel Ricciardo,26,18.0
769,Daniel Ricciardo,27,15.0
770,Daniel Ricciardo,28,25.0
771,Daniel Ricciardo,29,2.0
772,Daniel Ricciardo,31,0.0
773,Will Stevens,23,0.0
774,Felipe Nasr,22,2.0
775,Felipe Nasr,23,0.0
776,Carlos Sainz,20,1.0
777,Carlos Sainz,21,4.0
778,Carlos Sainz,22,8.0
779,Carlos Sainz,23,1.0
780,Carlos Sainz,24,8.0
781,Carlos Sainz,26,18.0
782,Max Verstappen,17,0.0
783,Max Verstappen,18,0.0
784,Max Verstappen,19,10.0
785,Max Verstappen,20,2.0
786,Max Verstappen,21,12.0
787,Max Verstappen,23,25.0
788,Roberto Merhi,24,0.0
789,Jolyon Palmer,25,0.0
790,Jolyon Palmer,26,0.0
791,Pascal Wehrlein,21,0.0
792,Pascal Wehrlein,22,0.0
793,Rio Haryanto,23,0.0
794,Stoffel Vandoorne,25,0.0
795,Stoffel Vandoorne,26,0.0
796,Esteban Ocon,20,0.0
797,Esteban Ocon,21,8.0
