,season,name,fault
0,2014,Nico Rosberg,1
1,2015,Nico Rosberg,1
2,2016,Nico Rosberg,1
3,2014,Kevin Magnussen,1
4,2015,Kevin Magnussen,0
5,2016,Kevin Magnussen,1
8,2019,Kevin Magnussen,1
9,2014,Jenson Button,1
10,2015,Jenson Button,1
11,2016,Jenson Button,1
12,2014,Fernando Alonso,1
13,2016,Fernando Alonso,0
15,2018,Fernando Alonso,1
16,2014,Valtteri Bottas,1
17,2015,Valtteri Bottas,0
18,2016,Valtteri Bottas,1
19,2017,Valtteri Bottas,1
20,2018,Valtteri Bottas,1
21,2019,Valtteri Bottas,1
22,2014,Nico Hülkenberg,1
23,2015,Nico Hülkenberg,1
24,2016,Nico Hülkenberg,1
25,2017,Nico Hülkenberg,1
26,2018,Nico Hülkenberg,1
27,2019,Nico Hülkenberg,1
28,2014,Kimi Räikkönen,1
31,2017,Kimi Räikkönen,1
32,2018,Kimi Räikkönen,1
33,2019,Kimi Räikkönen,1
34,2014,Jean-Éric Vergne,1
35,2014,Daniil Kvyat,1
36,2015,Daniil Kvyat,0
37,2016,Daniil Kvyat,0
38,2017,Daniil Kvyat,1
39,2019,Daniil Kvyat,1
40,2014,Sergio Pérez,1
41,2015,Sergio Pérez,1
42,2016,Sergio Pérez,1
43,2017,Sergio Pérez,1
44,2018,Sergio Pérez,1
45,2019,Sergio Pérez,1
46,2014,Adrian Sutil,1
47,2014,Esteban Gutiérrez,1
48,2016,Esteban Gutiérrez,0
49,2014,Max Chilton,1
50,2014,Jules Bianchi,1
53,2016,Romain Grosjean,1
58,2015,Pastor Maldonado,0
60,2015,Marcus Ericsson,1
65,2015,Sebastian Vettel,1
66,2016,Sebastian Vettel,1
67,2017,Sebastian Vettel,1
68,2018,Sebastian Vettel,1
69,2019,Sebastian Vettel,1
71,2015,Lewis Hamilton,1
72,2016,Lewis Hamilton,1
73,2017,Lewis Hamilton,1
74,2018,Lewis Hamilton,1
75,2019,Lewis Hamilton,1
76,2014,Felipe Massa,0
77,2015,Felipe Massa,1
78,2016,Felipe Massa,1
79,2017,Felipe Massa,1
80,2014,Kamui Kobayashi,0
81,2014,Daniel Ricciardo,0
82,2015,Daniel Ricciardo,1
83,2016,Daniel Ricciardo,1
85,2018,Daniel Ricciardo,1
86,2019,Daniel Ricciardo,0
87,2015,Felipe Nasr,1
88,2016,Felipe Nasr,1
89,2015,Carlos Sainz,1
90,2016,Carlos Sainz,1
91,2017,Carlos Sainz,1
92,2018,Carlos Sainz,1
95,2016,Max Verstappen,1
96,2017,Max Verstappen,1
97,2018,Max Verstappen,1
98,2019,Max Verstappen,1
99,2016,Jolyon Palmer,1
101,2016,Pascal Wehrlein,1
103,2017,Stoffel Vandoorne,1
104,2018,Stoffel Vandoorne,1
105,2017,Esteban Ocon,1
106,2018,Esteban Ocon,1
107,2017,Antonio Giovinazzi,1
108,2019,Antonio Giovinazzi,1
110,2018,Lance Stroll,1
111,2019,Lance Stroll,1
113,2019,Pierre Gasly,1
114,2018,Brendon Hartley,1
115,2018,Charles Leclerc,1
116,2019,Charles Leclerc,1
118,2019,Lando Norris,1
119,2019,Alexander Albon,1
120,2019,George Russell,1
121,2019,Robert Kubica,1
123,2014,Nico Rosberg,1
124,2015,Nico Rosberg,1
125,2016,Nico Rosberg,1
126,2014,Kevin Magnussen,1
128,2017,Kevin Magnussen,1
129,2014,Jenson Button,1
131,2016,Jenson Button,1
132,2014,Fernando Alonso,1
134,2016,Fernando Alonso,1
135,2017,Fernando Alonso,1
136,2014,Valtteri Bottas,1
137,2015,Valtteri Bottas,1
138,2016,Valtteri Bottas,1
139,2017,Valtteri Bottas,1
140,2014,Nico Hülkenberg,1
141,2015,Nico Hülkenberg,1
142,2016,Nico Hülkenberg,1
143,2017,Nico Hülkenberg,1
144,2014,Kimi Räikkönen,1
145,2015,Kimi Räikkönen,1
146,2016,Kimi Räikkönen,1
149,2014,Daniil Kvyat,1
150,2015,Daniil Kvyat,1
151,2016,Daniil Kvyat,1
152,2014,Sergio Pérez,0
153,2015,Sergio Pérez,1
154,2016,Sergio Pérez,1
155,2017,Sergio Pérez,1
159,2014,Max Chilton,1
161,2014,Romain Grosjean,1
162,2015,Romain Grosjean,1
164,2017,Romain Grosjean,1
166,2015,Pastor Maldonado,0
167,2014,Marcus Ericsson,1
168,2015,Marcus Ericsson,0
169,2016,Marcus Ericsson,1
170,2017,Marcus Ericsson,1
171,2014,Sebastian Vettel,1
172,2015,Sebastian Vettel,1
173,2016,Sebastian Vettel,0
174,2017,Sebastian Vettel,1
175,2014,Lewis Hamilton,1
176,2015,Lewis Hamilton,1
178,2017,Lewis Hamilton,1
179,2014,Felipe Massa,1
180,2015,Felipe Massa,1
181,2016,Felipe Massa,1
182,2017,Felipe Massa,1
183,2014,Kamui Kobayashi,1
185,2015,Daniel Ricciardo,1
186,2016,Daniel Ricciardo,1
187,2017,Daniel Ricciardo,1
189,2015,Felipe Nasr,1
191,2015,Carlos Sainz,1
192,2016,Carlos Sainz,1
194,2015,Max Verstappen,1
195,2016,Max Verstappen,1
196,2017,Max Verstappen,1
197,2015,Roberto Merhi,1
198,2016,Jolyon Palmer,1
199,2017,Jolyon Palmer,1
200,2016,Pascal Wehrlein,1
201,2017,Pascal Wehrlein,1
202,2017,Stoffel Vandoorne,1
203,2016,Esteban Ocon,1
204,2017,Esteban Ocon,1
205,2017,Lance Stroll,1
206,2017,Pierre Gasly,1
207,2014,Nico Rosberg,1
208,2015,Nico Rosberg,1
209,2016,Nico Rosberg,1
211,2016,Kevin Magnussen,1
213,2018,Kevin Magnussen,1
214,2019,Kevin Magnussen,1
215,2020,Kevin Magnussen,1
216,2020,Kevin Magnussen,1
220,2014,Fernando Alonso,1
221,2015,Fernando Alonso,1
223,2018,Fernando Alonso,1
225,2014,Valtteri Bottas,1
226,2015,Valtteri Bottas,1
227,2016,Valtteri Bottas,1
228,2017,Valtteri Bottas,1
229,2018,Valtteri Bottas,1
230,2019,Valtteri Bottas,1
231,2020,Valtteri Bottas,1
232,2020,Valtteri Bottas,1
233,2021,Valtteri Bottas,1
234,2014,Nico Hülkenberg,1
235,2015,Nico Hülkenberg,1
236,2016,Nico Hülkenberg,1
237,2017,Nico Hülkenberg,1
238,2018,Nico Hülkenberg,1
240,2014,Kimi Räikkönen,1
241,2015,Kimi Räikkönen,1
242,2016,Kimi Räikkönen,1
243,2017,Kimi Räikkönen,1
245,2019,Kimi Räikkönen,1
246,2020,Kimi Räikkönen,1
247,2020,Kimi Räikkönen,1
248,2021,Kimi Räikkönen,1
249,2014,Jean-Éric Vergne,0
250,2014,Daniil Kvyat,1
251,2015,Daniil Kvyat,1
252,2016,Daniil Kvyat,1
253,2017,Daniil Kvyat,1
254,2019,Daniil Kvyat,1
255,2020,Daniil Kvyat,1
256,2020,Daniil Kvyat,1
257,2014,Sergio Pérez,1
258,2015,Sergio Pérez,1
259,2016,Sergio Pérez,1
260,2017,Sergio Pérez,1
261,2018,Sergio Pérez,1
262,2019,Sergio Pérez,1
264,2020,Sergio Pérez,1
265,2021,Sergio Pérez,1
266,2014,Adrian Sutil,0
267,2014,Esteban Gutiérrez,0
268,2016,Esteban Gutiérrez,0
269,2014,Max Chilton,1
270,2014,Jules Bianchi,1
271,2014,Romain Grosjean,1
272,2015,Romain Grosjean,1
273,2016,Romain Grosjean,1
274,2017,Romain Grosjean,1
275,2018,Romain Grosjean,1
276,2019,Romain Grosjean,0
277,2020,Romain Grosjean,0
278,2014,Pastor Maldonado,1
279,2015,Pastor Maldonado,1
280,2014,Marcus Ericsson,0
281,2015,Marcus Ericsson,1
282,2016,Marcus Ericsson,1
284,2018,Marcus Ericsson,1
285,2014,Sebastian Vettel,1
286,2015,Sebastian Vettel,1
288,2017,Sebastian Vettel,1
289,2018,Sebastian Vettel,1
290,2019,Sebastian Vettel,1
291,2020,Sebastian Vettel,1
292,2020,Sebastian Vettel,1
293,2021,Sebastian Vettel,1
294,2014,Lewis Hamilton,1
295,2015,Lewis Hamilton,1
296,2016,Lewis Hamilton,1
297,2017,Lewis Hamilton,1
298,2018,Lewis Hamilton,1
299,2019,Lewis Hamilton,1
300,2020,Lewis Hamilton,1
301,2021,Lewis Hamilton,1
302,2014,Felipe Massa,1
303,2015,Felipe Massa,1
304,2016,Felipe Massa,1
305,2017,Felipe Massa,1
306,2014,Kamui Kobayashi,1
307,2014,Daniel Ricciardo,1
308,2015,Daniel Ricciardo,1
309,2016,Daniel Ricciardo,1
310,2017,Daniel Ricciardo,1
313,2020,Daniel Ricciardo,1
314,2020,Daniel Ricciardo,1
315,2021,Daniel Ricciardo,1
316,2015,Will Stevens,1
317,2015,Felipe Nasr,1
318,2016,Felipe Nasr,1
320,2016,Carlos Sainz,0
321,2017,Carlos Sainz,0
322,2018,Carlos Sainz,1
323,2019,Carlos Sainz,0
324,2020,Carlos Sainz,1
325,2020,Carlos Sainz,1
326,2021,Carlos Sainz,1
328,2016,Max Verstappen,1
330,2018,Max Verstappen,0
331,2019,Max Verstappen,1
332,2020,Max Verstappen,1
333,2020,Max Verstappen,0
334,2021,Max Verstappen,1
335,2015,Roberto Merhi,1
337,2017,Jolyon Palmer,1
338,2016,Pascal Wehrlein,1
339,2017,Pascal Wehrlein,1
340,2016,Rio Haryanto,1
341,2016,Stoffel Vandoorne,1
343,2018,Stoffel Vandoorne,1
344,2017,Esteban Ocon,1
345,2018,Esteban Ocon,1
346,2020,Esteban Ocon,1
347,2020,Esteban Ocon,1
348,2021,Esteban Ocon,1
349,2019,Antonio Giovinazzi,1
350,2020,Antonio Giovinazzi,1
351,2020,Antonio Giovinazzi,1
352,2021,Antonio Giovinazzi,1
353,2017,Lance Stroll,0
354,2018,Lance Stroll,1
355,2019,Lance Stroll,1
356,2020,Lance Stroll,0
357,2020,Lance Stroll,1
358,2021,Lance Stroll,1
359,2018,Pierre Gasly,1
360,2019,Pierre Gasly,1
361,2020,Pierre Gasly,1
362,2020,Pierre Gasly,1
363,2021,Pierre Gasly,0
364,2018,Brendon Hartley,1
365,2018,Charles Leclerc,1
366,2019,Charles Leclerc,1
367,2020,Charles Leclerc,1
368,2020,Charles Leclerc,0
369,2021,Charles Leclerc,1
370,2018,Sergey Sirotkin,1
371,2019,Lando Norris,1
372,2020,Lando Norris,1
373,2020,Lando Norris,1
374,2021,Lando Norris,1
375,2019,Alexander Albon,1
376,2020,Alexander Albon,1
377,2020,Alexander Albon,1
378,2019,George Russell,1
379,2020,George Russell,1
380,2020,George Russell,1
381,2021,George Russell,1
382,2019,Robert Kubica,1
383,2020,Nicholas Latifi,1
385,2021,Nicholas Latifi,0
386,2020,Jack Aitken,1
387,2020,Pietro Fittipaldi,1
388,2021,Yuki Tsunoda,1
389,2021,Mick Schumacher,1
390,2021,Nikita Mazepin,0
391,2014,Nico Rosberg,1
392,2015,Nico Rosberg,1
393,2016,Nico Rosberg,1
394,2014,Kevin Magnussen,1
395,2016,Kevin Magnussen,1
396,2017,Kevin Magnussen,1
397,2018,Kevin Magnussen,1
398,2019,Kevin Magnussen,1
399,2014,Jenson Button,1
400,2015,Jenson Button,1
401,2016,Jenson Button,1
402,2014,Fernando Alonso,1
403,2015,Fernando Alonso,1
404,2016,Fernando Alonso,1
406,2018,Fernando Alonso,1
407,2014,Valtteri Bottas,1
408,2015,Valtteri Bottas,1
409,2016,Valtteri Bottas,1
410,2017,Valtteri Bottas,1
411,2018,Valtteri Bottas,1
412,2019,Valtteri Bottas,1
413,2014,Nico Hülkenberg,1
415,2016,Nico Hülkenberg,1
416,2017,Nico Hülkenberg,1
417,2018,Nico Hülkenberg,1
419,2014,Kimi Räikkönen,1
420,2015,Kimi Räikkönen,1
421,2016,Kimi Räikkönen,1
422,2017,Kimi Räikkönen,1
423,2018,Kimi Räikkönen,1
424,2019,Kimi Räikkönen,1
425,2014,Jean-Éric Vergne,1
426,2014,Daniil Kvyat,1
428,2016,Daniil Kvyat,1
430,2019,Daniil Kvyat,0
431,2014,Sergio Pérez,1
432,2015,Sergio Pérez,1
433,2016,Sergio Pérez,1
434,2017,Sergio Pérez,1
435,2018,Sergio Pérez,1
436,2019,Sergio Pérez,1
438,2014,Esteban Gutiérrez,1
439,2016,Esteban Gutiérrez,1
440,2014,Max Chilton,1
441,2014,Jules Bianchi,1
443,2015,Romain Grosjean,1
444,2016,Romain Grosjean,1
445,2017,Romain Grosjean,1
446,2018,Romain Grosjean,1
447,2019,Romain Grosjean,1
448,2014,Pastor Maldonado,1
450,2014,Marcus Ericsson,1
451,2015,Marcus Ericsson,1
452,2016,Marcus Ericsson,1
453,2017,Marcus Ericsson,1
454,2018,Marcus Ericsson,1
455,2014,Sebastian Vettel,1
456,2015,Sebastian Vettel,1
457,2016,Sebastian Vettel,1
458,2017,Sebastian Vettel,1
459,2018,Sebastian Vettel,1
460,2019,Sebastian Vettel,1
461,2014,Lewis Hamilton,1
462,2015,Lewis Hamilton,1
463,2016,Lewis Hamilton,1
464,2017,Lewis Hamilton,1
465,2018,Lewis Hamilton,1
466,2019,Lewis Hamilton,1
467,2014,Felipe Massa,1
468,2015,Felipe Massa,1
469,2016,Felipe Massa,1
470,2017,Felipe Massa,1
471,2014,Kamui Kobayashi,1
472,2014,Daniel Ricciardo,1
473,2015,Daniel Ricciardo,1
474,2016,Daniel Ricciardo,1
475,2017,Daniel Ricciardo,1
476,2018,Daniel Ricciardo,1
477,2019,Daniel Ricciardo,1
478,2015,Will Stevens,1
479,2015,Felipe Nasr,1
480,2016,Felipe Nasr,1
481,2015,Carlos Sainz,1
482,2016,Carlos Sainz,1
483,2017,Carlos Sainz,1
484,2018,Carlos Sainz,1
485,2019,Carlos Sainz,1
487,2016,Max Verstappen,1
488,2017,Max Verstappen,1
489,2018,Max Verstappen,1
490,2019,Max Verstappen,1
491,2015,Roberto Merhi,1
492,2016,Jolyon Palmer,1
493,2017,Jolyon Palmer,1
494,2016,Pascal Wehrlein,1
495,2016,Rio Haryanto,1
497,2018,Stoffel Vandoorne,1
498,2017,Esteban Ocon,1
499,2018,Esteban Ocon,1
500,2017,Antonio Giovinazzi,0
501,2019,Antonio Giovinazzi,1
502,2017,Lance Stroll,0
503,2018,Lance Stroll,1
504,2019,Lance Stroll,1
505,2018,Pierre Gasly,1
506,2019,Pierre Gasly,1
507,2018,Brendon Hartley,0
508,2018,Charles Leclerc,1
509,2019,Charles Leclerc,1
510,2018,Sergey Sirotkin,1
511,2019,Lando Norris,0
512,2019,Alexander Albon,1
513,2019,George Russell,1
514,2019,Robert Kubica,1
515,2014,Nico Rosberg,1
516,2015,Nico Rosberg,1
517,2016,Nico Rosberg,0
518,2014,Kevin Magnussen,1
519,2016,Kevin Magnussen,1
520,2017,Kevin Magnussen,1
521,2018,Kevin Magnussen,1
522,2019,Kevin Magnussen,1
523,2020,Kevin Magnussen,1
524,2014,Jenson Button,1
525,2015,Jenson Button,1
526,2016,Jenson Button,1
527,2014,Fernando Alonso,1
530,2017,Fernando Alonso,1
531,2018,Fernando Alonso,1
532,2021,Fernando Alonso,1
533,2014,Valtteri Bottas,1
534,2015,Valtteri Bottas,1
535,2016,Valtteri Bottas,1
537,2018,Valtteri Bottas,1
538,2019,Valtteri Bottas,1
539,2020,Valtteri Bottas,1
540,2021,Valtteri Bottas,1
541,2014,Nico Hülkenberg,1
542,2015,Nico Hülkenberg,1
544,2017,Nico Hülkenberg,1
545,2018,Nico Hülkenberg,0
546,2019,Nico Hülkenberg,1
547,2014,Kimi Räikkönen,1
548,2015,Kimi Räikkönen,1
549,2016,Kimi Räikkönen,1
550,2017,Kimi Räikkönen,0
552,2019,Kimi Räikkönen,1
553,2020,Kimi Räikkönen,1
554,2021,Kimi Räikkönen,1
556,2014,Daniil Kvyat,1
557,2015,Daniil Kvyat,1
558,2016,Daniil Kvyat,1
559,2017,Daniil Kvyat,1
560,2019,Daniil Kvyat,1
561,2020,Daniil Kvyat,1
562,2014,Sergio Pérez,1
563,2015,Sergio Pérez,1
564,2016,Sergio Pérez,1
565,2017,Sergio Pérez,1
566,2018,Sergio Pérez,1
567,2019,Sergio Pérez,1
568,2020,Sergio Pérez,1
569,2021,Sergio Pérez,1
570,2014,Adrian Sutil,1
571,2014,Esteban Gutiérrez,1
572,2016,Esteban Gutiérrez,1
573,2014,Max Chilton,1
574,2014,Jules Bianchi,1
575,2014,Romain Grosjean,1
576,2015,Romain Grosjean,1
578,2017,Romain Grosjean,1
579,2018,Romain Grosjean,0
580,2019,Romain Grosjean,1
581,2020,Romain Grosjean,1
582,2014,Pastor Maldonado,1
583,2015,Pastor Maldonado,0
584,2014,Marcus Ericsson,1
585,2015,Marcus Ericsson,1
586,2016,Marcus Ericsson,1
