,season,round,race_name,name,constructor,grid,qual_position,q_best,q_worst,q_mean,ageDuringRace,circuitId,locality,country,type,direction,length,weather,finish_position,points,filled_splits
890,2016,5,spanish,Felipe Massa,williams,18.0,18.0,84.941,84.941,84.941,12804 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,8.0,4.0,80.70700000000033
891,2016,5,spanish,Jenson Button,mclaren,12.0,12.0,84.348,84.583,84.46549999999999,13266 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,9.0,2.0,80.70700000000033
892,2016,5,spanish,Daniil Kvyat,alphatauri,13.0,13.0,84.445,84.696,84.5705,8055 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,10.0,1.0,80.70700000000033
893,2016,5,spanish,Esteban Gutiérrez,haas,16.0,16.0,84.406,84.778,84.59200000000001,9050 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,11.0,0.0,80.70700000000033
894,2016,5,spanish,Marcus Ericsson,alfa,19.0,19.0,85.202,85.202,85.202,9387 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,12.0,0.0,80.70700000000033
895,2016,5,spanish,Jolyon Palmer,renault,17.0,17.0,84.903,84.903,84.903,9247 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,13.0,0.0,80.70700000000033
896,2016,5,spanish,Kevin Magnussen,renault,15.0,15.0,84.625,84.669,84.64699999999999,8623 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,14.0,0.0,80.70700000000033
897,2016,5,spanish,Felipe Nasr,alfa,20.0,20.0,85.579,85.579,85.579,8668 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,15.0,0.0,80.70700000000033
898,2016,5,spanish,Pascal Wehrlein,manor,21.0,21.0,85.745,85.745,85.745,7880 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,16.0,0.0,80.70700000000033
899,2016,5,spanish,Rio Haryanto,manor,22.0,22.0,85.939,85.939,85.939,8514 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,17.0,0.0,80.70700000000033
900,2016,5,spanish,Romain Grosjean,haas,14.0,14.0,84.48,84.716,84.598,10986 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,18.0,0.0,80.70700000000033
901,2016,5,spanish,Fernando Alonso,mclaren,10.0,10.0,83.981,84.578,84.25033333333333,12709 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,19.0,0.0,80.70700000000033
902,2016,5,spanish,Nico Hülkenberg,racing_point,11.0,11.0,84.203,84.463,84.333,10497 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,20.0,0.0,80.70700000000033
903,2016,5,spanish,Lewis Hamilton,mercedes,1.0,1.0,82.0,83.214,82.45766666666667,11451 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,21.0,0.0,80.70700000000033
904,2016,5,spanish,Nico Rosberg,mercedes,2.0,2.0,82.28,83.002,82.68033333333334,11280 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,22.0,0.0,80.70700000000033
905,2016,6,monaco,Lewis Hamilton,mercedes,3.0,3.0,73.942,74.826,74.27466666666668,11465 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",1.0,25.0,0.0
906,2016,6,monaco,Daniel Ricciardo,red_bull,1.0,1.0,73.622,74.912,74.29700000000001,9829 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",2.0,18.0,7.2520000000004075
907,2016,6,monaco,Sergio Pérez,racing_point,7.0,8.0,74.902,75.328,75.05566666666665,9620 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",3.0,15.0,13.824999999999818
908,2016,6,monaco,Sebastian Vettel,ferrari,4.0,4.0,74.318,74.61,74.49333333333334,10558 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",4.0,12.0,15.846000000000458
909,2016,6,monaco,Fernando Alonso,mclaren,9.0,10.0,75.107,75.504,75.32466666666666,12723 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",5.0,10.0,85.07600000000002
910,2016,6,monaco,Nico Hülkenberg,racing_point,5.0,5.0,74.726,75.333,75.016,10511 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",6.0,8.0,92.9989999999998
911,2016,6,monaco,Nico Rosberg,mercedes,2.0,2.0,73.791,74.873,74.23566666666666,11294 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",7.0,6.0,93.28999999999996
912,2016,6,monaco,Carlos Sainz,alphatauri,6.0,7.0,74.749,75.467,75.00699999999999,7941 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",8.0,4.0,93.28999999999996
913,2016,6,monaco,Jenson Button,mclaren,13.0,13.0,75.352,75.554,75.453,13280 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",9.0,2.0,93.28999999999996
914,2016,6,monaco,Felipe Massa,williams,14.0,14.0,75.385,75.71,75.5475,12818 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",10.0,1.0,93.28999999999996
915,2016,6,monaco,Esteban Gutiérrez,haas,12.0,12.0,75.293,75.592,75.4425,9064 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",11.0,0.0,93.28999999999996
916,2016,6,monaco,Valtteri Bottas,williams,10.0,11.0,75.273,75.521,75.39699999999999,9771 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",12.0,0.0,93.28999999999996
917,2016,6,monaco,Romain Grosjean,haas,15.0,15.0,75.465,75.571,75.518,11000 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",13.0,0.0,186.57999999999993
918,2016,6,monaco,Pascal Wehrlein,manor,20.0,20.0,77.452,77.452,77.452,7894 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",14.0,0.0,186.57999999999993
919,2016,6,monaco,Rio Haryanto,manor,19.0,19.0,77.295,77.295,77.295,8528 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",15.0,0.0,373.15999999999985
920,2016,6,monaco,Marcus Ericsson,alfa,17.0,17.0,76.299,76.299,76.299,9401 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",16.0,0.0,93.28999999999996
922,2016,6,monaco,Max Verstappen,red_bull,0.0,21.0,82.467,82.467,82.467,6816 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",18.0,0.0,93.28999999999996
923,2016,6,monaco,Kevin Magnussen,renault,16.0,16.0,76.058,76.253,76.1555,8637 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",19.0,0.0,93.28999999999996
924,2016,6,monaco,Daniil Kvyat,alphatauri,8.0,9.0,74.794,75.384,75.15033333333334,8069 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",20.0,0.0,93.28999999999996
925,2016,6,monaco,Kimi Räikkönen,ferrari,11.0,6.0,74.732,75.499,75.00666666666667,13374 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",21.0,0.0,93.28999999999996
926,2016,6,monaco,Jolyon Palmer,renault,18.0,18.0,76.586,76.586,76.586,9261 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"rainy at start, dry  later 17.5°c  (63.5°f) air temperature 21.0°c  (70.0°f) track temperature 2m/s  (6.6ft/s) wind from the north wet  overcast",22.0,0.0,93.28999999999996
927,2016,7,canadian,Lewis Hamilton,mercedes,1.0,1.0,72.812,74.121,73.33633333333334,11479 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,1.0,25.0,0.0
928,2016,7,canadian,Sebastian Vettel,ferrari,3.0,3.0,72.99,73.925,73.59066666666666,10572 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,2.0,18.0,5.0109999999995125
929,2016,7,canadian,Valtteri Bottas,williams,7.0,7.0,73.67,74.389,73.95,9785 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,3.0,15.0,46.42199999999957
930,2016,7,canadian,Max Verstappen,red_bull,5.0,5.0,73.414,74.601,73.93599999999999,6830 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,4.0,12.0,53.01999999999953
931,2016,7,canadian,Nico Rosberg,mercedes,2.0,2.0,72.874,73.714,73.22733333333333,11308 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,5.0,10.0,62.09299999999985
932,2016,7,canadian,Kimi Räikkönen,ferrari,6.0,6.0,73.579,74.477,73.96833333333335,13388 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,6.0,8.0,63.016999999999825
933,2016,7,canadian,Daniel Ricciardo,red_bull,4.0,4.0,73.166,74.03,73.57866666666666,9843 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,7.0,6.0,63.634000000000015
934,2016,7,canadian,Nico Hülkenberg,racing_point,9.0,9.0,73.952,74.663,74.26033333333334,10525 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,8.0,4.0,63.634000000000015
935,2016,7,canadian,Carlos Sainz,alphatauri,20.0,16.0,74.714,81.956,78.33500000000001,7955 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,9.0,2.0,63.634000000000015
936,2016,7,canadian,Sergio Pérez,racing_point,11.0,11.0,74.317,74.814,74.56549999999999,9634 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,10.0,1.0,63.634000000000015
937,2016,7,canadian,Fernando Alonso,mclaren,10.0,10.0,74.26,75.026,74.54133333333333,12737 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,11.0,0.0,63.634000000000015
938,2016,7,canadian,Daniil Kvyat,alphatauri,15.0,13.0,74.457,74.829,74.643,8083 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,12.0,0.0,63.634000000000015
939,2016,7,canadian,Esteban Gutiérrez,haas,13.0,14.0,74.571,75.148,74.8595,9078 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,13.0,0.0,127.26800000000003
940,2016,7,canadian,Romain Grosjean,haas,14.0,15.0,74.803,75.444,75.1235,11014 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,14.0,0.0,127.26800000000003
941,2016,7,canadian,Marcus Ericsson,alfa,21.0,19.0,75.635,75.635,75.635,9415 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,15.0,0.0,127.26800000000003
943,2016,7,canadian,Pascal Wehrlein,manor,17.0,18.0,75.599,75.599,75.599,7908 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,17.0,0.0,127.26800000000003
944,2016,7,canadian,Felipe Nasr,alfa,18.0,20.0,76.663,76.663,76.663,8696 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,18.0,0.0,127.26800000000003
945,2016,7,canadian,Rio Haryanto,manor,19.0,21.0,77.052,77.052,77.052,8542 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,19.0,0.0,127.26800000000003
946,2016,7,canadian,Felipe Massa,williams,8.0,8.0,73.769,74.815,74.14933333333333,12832 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,20.0,0.0,63.634000000000015
947,2016,7,canadian,Jolyon Palmer,renault,16.0,17.0,75.459,75.459,75.459,9275 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,21.0,0.0,63.634000000000015
948,2016,7,canadian,Jenson Button,mclaren,12.0,12.0,74.437,74.755,74.596,13294 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,cloudy 12°c  (54°f) air temperature 22.0°c  (71.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 13°c dry clouded,22.0,0.0,63.634000000000015
949,2016,8,european,Nico Rosberg,mercedes,1.0,1.0,102.52,103.685,102.98766666666666,11315 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,1.0,25.0,0.0
950,2016,8,european,Sebastian Vettel,ferrari,3.0,4.0,103.966,105.062,104.49633333333333,10579 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,2.0,18.0,16.695999999999913
951,2016,8,european,Sergio Pérez,racing_point,7.0,2.0,103.515,104.462,103.972,9641 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,3.0,15.0,25.240999999999985
952,2016,8,european,Kimi Räikkönen,ferrari,4.0,5.0,104.269,104.936,104.57933333333334,13395 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,4.0,12.0,33.10199999999986
953,2016,8,european,Lewis Hamilton,mercedes,10.0,10.0,103.526,121.954,109.913,11486 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,5.0,10.0,56.335000000000036
954,2016,8,european,Valtteri Bottas,williams,8.0,8.0,104.477,105.246,104.80966666666666,9792 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,6.0,8.0,60.88600000000042
955,2016,8,european,Daniel Ricciardo,red_bull,2.0,3.0,103.966,104.57,104.22566666666667,9850 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,partly cloudy 31.5°c  (88.5°f) air temperature 42.0°c  (107.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southeast 25°c dry sunny,7.0,6.0,69.22900000000027
