,season,name,fault
2740,2019,Lando Norris,1
2741,2019,Alexander Albon,0
2742,2019,George Russell,0
2743,2019,Robert Kubica,0
2745,2016,Nico Rosberg,0
2746,2016,Kevin Magnussen,0
2747,2017,Kevin Magnussen,0
2748,2018,Kevin Magnussen,0
2749,2019,Kevin Magnussen,0
2750,2016,Jenson Button,0
2752,2017,Fernando Alonso,0
2753,2018,Fernando Alonso,0
2754,2021,Fernando Alonso,0
2755,2016,Valtteri Bottas,0
2756,2017,Valtteri Bottas,0
2757,2018,Valtteri Bottas,1
2758,2019,Valtteri Bottas,0
2759,2021,Valtteri Bottas,0
2760,2016,Nico Hülkenberg,0
2761,2017,Nico Hülkenberg,1
2762,2018,Nico Hülkenberg,1
2763,2019,Nico Hülkenberg,0
2764,2016,Kimi Räikkönen,0
2766,2018,Kimi Räikkönen,0
2767,2019,Kimi Räikkönen,0
2768,2021,Kimi Räikkönen,0
2771,2019,Daniil Kvyat,1
2772,2016,Sergio Pérez,0
2774,2018,Sergio Pérez,0
2775,2019,Sergio Pérez,0
2776,2021,Sergio Pérez,0
2777,2016,Esteban Gutiérrez,0
2778,2016,Romain Grosjean,0
2779,2017,Romain Grosjean,0
2780,2018,Romain Grosjean,1
2782,2016,Marcus Ericsson,0
2783,2017,Marcus Ericsson,0
2784,2018,Marcus Ericsson,0
2785,2016,Sebastian Vettel,0
2786,2017,Sebastian Vettel,0
2787,2018,Sebastian Vettel,0
2788,2019,Sebastian Vettel,0
2789,2021,Sebastian Vettel,0
2790,2016,Lewis Hamilton,0
2791,2017,Lewis Hamilton,0
2792,2018,Lewis Hamilton,0
2793,2019,Lewis Hamilton,0
2794,2021,Lewis Hamilton,0
2795,2016,Felipe Massa,0
2797,2016,Daniel Ricciardo,0
2798,2017,Daniel Ricciardo,0
2799,2018,Daniel Ricciardo,1
2800,2019,Daniel Ricciardo,1
2801,2021,Daniel Ricciardo,0
2802,2016,Felipe Nasr,0
2804,2017,Carlos Sainz,0
2805,2018,Carlos Sainz,0
2806,2019,Carlos Sainz,0
2807,2021,Carlos Sainz,0
2808,2016,Max Verstappen,0
2810,2018,Max Verstappen,1
2811,2019,Max Verstappen,0
2812,2021,Max Verstappen,1
2813,2016,Jolyon Palmer,0
2816,2017,Pascal Wehrlein,0
2817,2016,Rio Haryanto,0
2818,2017,Stoffel Vandoorne,0
2819,2018,Stoffel Vandoorne,0
2820,2017,Esteban Ocon,0
2821,2018,Esteban Ocon,1
2823,2019,Antonio Giovinazzi,0
2824,2021,Antonio Giovinazzi,0
2825,2017,Lance Stroll,0
2826,2018,Lance Stroll,0
2827,2019,Lance Stroll,0
2828,2021,Lance Stroll,1
2829,2018,Pierre Gasly,0
2831,2021,Pierre Gasly,0
2832,2018,Brendon Hartley,0
2833,2018,Charles Leclerc,0
2834,2019,Charles Leclerc,0
2835,2021,Charles Leclerc,0
2836,2018,Sergey Sirotkin,1
2837,2019,Lando Norris,0
2838,2021,Lando Norris,0
2839,2019,Alexander Albon,0
2840,2019,George Russell,0
2842,2019,Robert Kubica,0
2843,2021,Nicholas Latifi,0
2844,2021,Yuki Tsunoda,0
2845,2021,Mick Schumacher,0
2846,2021,Nikita Mazepin,0
2847,2018,Kevin Magnussen,0
2848,2019,Kevin Magnussen,0
2850,2021,Fernando Alonso,0
2851,2018,Valtteri Bottas,0
2852,2019,Valtteri Bottas,0
2853,2021,Valtteri Bottas,0
2854,2018,Nico Hülkenberg,0
2855,2019,Nico Hülkenberg,0
2856,2018,Kimi Räikkönen,0
2857,2019,Kimi Räikkönen,0
2858,2021,Kimi Räikkönen,0
2859,2019,Daniil Kvyat,0
2861,2019,Sergio Pérez,0
2862,2021,Sergio Pérez,0
2863,2018,Romain Grosjean,0
2864,2019,Romain Grosjean,1
2865,2018,Marcus Ericsson,0
2866,2018,Sebastian Vettel,0
2867,2019,Sebastian Vettel,0
2868,2021,Sebastian Vettel,0
2869,2018,Lewis Hamilton,0
2870,2019,Lewis Hamilton,0
2871,2021,Lewis Hamilton,0
2872,2018,Daniel Ricciardo,0
2873,2019,Daniel Ricciardo,0
2874,2021,Daniel Ricciardo,0
2875,2018,Carlos Sainz,0
2876,2019,Carlos Sainz,0
2877,2021,Carlos Sainz,0
2878,2018,Max Verstappen,0
2879,2019,Max Verstappen,0
2880,2021,Max Verstappen,0
2881,2018,Stoffel Vandoorne,0
2882,2018,Esteban Ocon,1
2883,2021,Esteban Ocon,0
2884,2019,Antonio Giovinazzi,0
2885,2021,Antonio Giovinazzi,0
2886,2018,Lance Stroll,1
2887,2019,Lance Stroll,0
2888,2021,Lance Stroll,0
2889,2018,Pierre Gasly,1
2890,2019,Pierre Gasly,0
2891,2021,Pierre Gasly,0
2892,2018,Brendon Hartley,0
2893,2018,Charles Leclerc,0
2894,2019,Charles Leclerc,0
2895,2021,Charles Leclerc,0
2896,2018,Sergey Sirotkin,0
2897,2019,Lando Norris,0
2898,2021,Lando Norris,0
2899,2019,Alexander Albon,0
2900,2019,George Russell,0
2901,2021,George Russell,0
2902,2019,Robert Kubica,0
2903,2021,Nicholas Latifi,0
2904,2021,Yuki Tsunoda,0
2905,2021,Mick Schumacher,0
2906,2021,Nikita Mazepin,0
2907,2020,Kevin Magnussen,1
2908,2020,Valtteri Bottas,0
2909,2020,Kimi Räikkönen,0
2910,2020,Daniil Kvyat,0
2911,2020,Sergio Pérez,0
2912,2020,Romain Grosjean,0
2913,2020,Sebastian Vettel,0
2914,2020,Lewis Hamilton,0
2915,2020,Daniel Ricciardo,0
2916,2020,Carlos Sainz,1
2917,2020,Max Verstappen,1
2919,2020,Antonio Giovinazzi,1
2920,2020,Lance Stroll,1
2921,2020,Pierre Gasly,1
2922,2020,Charles Leclerc,0
2923,2020,Lando Norris,0
2924,2020,Alexander Albon,0
2925,2020,George Russell,0
2926,2020,Nicholas Latifi,1
2927,2020,Kevin Magnussen,0
2929,2020,Nico Hülkenberg,0
2930,2020,Kimi Räikkönen,0
2931,2020,Daniil Kvyat,0
2932,2020,Sergio Pérez,0
2933,2020,Romain Grosjean,0
2934,2020,Sebastian Vettel,0
2935,2020,Lewis Hamilton,0
2936,2020,Daniel Ricciardo,0
2937,2020,Carlos Sainz,0
2938,2020,Max Verstappen,0
2940,2020,Antonio Giovinazzi,0
2941,2020,Pierre Gasly,0
2942,2020,Charles Leclerc,0
2945,2020,George Russell,1
2946,2020,Nicholas Latifi,0
2947,2020,Kevin Magnussen,0
2948,2021,Fernando Alonso,0
2949,2020,Valtteri Bottas,0
2950,2021,Valtteri Bottas,0
2951,2020,Kimi Räikkönen,0
2952,2021,Kimi Räikkönen,1
2953,2020,Daniil Kvyat,0
2954,2020,Sergio Pérez,0
2955,2021,Sergio Pérez,0
2956,2020,Romain Grosjean,0
2957,2020,Sebastian Vettel,0
2958,2021,Sebastian Vettel,0
2959,2020,Lewis Hamilton,0
2960,2021,Lewis Hamilton,0
2961,2020,Daniel Ricciardo,0
2962,2021,Daniel Ricciardo,0
2963,2020,Carlos Sainz,0
2964,2021,Carlos Sainz,0
2965,2020,Max Verstappen,0
2966,2021,Max Verstappen,0
2967,2020,Esteban Ocon,0
2968,2021,Esteban Ocon,0
2969,2020,Antonio Giovinazzi,0
2970,2021,Antonio Giovinazzi,0
2971,2020,Lance Stroll,1
2972,2021,Lance Stroll,0
2973,2020,Pierre Gasly,0
2974,2021,Pierre Gasly,0
2975,2020,Charles Leclerc,0
2976,2021,Charles Leclerc,0
2977,2020,Lando Norris,0
2978,2021,Lando Norris,0
2979,2020,Alexander Albon,0
2980,2020,George Russell,0
2981,2021,George Russell,0
2982,2020,Nicholas Latifi,0
2983,2021,Nicholas Latifi,0
2984,2021,Yuki Tsunoda,0
2985,2021,Mick Schumacher,0
2986,2021,Nikita Mazepin,0
2987,2020,Kevin Magnussen,1
2988,2021,Fernando Alonso,0
2989,2020,Valtteri Bottas,0
2990,2021,Valtteri Bottas,1
2991,2020,Kimi Räikkönen,0
2992,2021,Kimi Räikkönen,0
2993,2020,Daniil Kvyat,0
2994,2020,Sergio Pérez,0
2995,2021,Sergio Pérez,0
2996,2020,Romain Grosjean,0
2997,2020,Sebastian Vettel,0
2999,2020,Lewis Hamilton,0
3000,2021,Lewis Hamilton,0
3001,2020,Daniel Ricciardo,0
3002,2021,Daniel Ricciardo,0
3003,2020,Carlos Sainz,0
3004,2021,Carlos Sainz,0
3005,2020,Max Verstappen,1
3006,2021,Max Verstappen,0
3008,2021,Esteban Ocon,0
3009,2020,Antonio Giovinazzi,0
3010,2021,Antonio Giovinazzi,0
3011,2020,Lance Stroll,0
3012,2021,Lance Stroll,0
3014,2021,Pierre Gasly,0
3015,2020,Charles Leclerc,0
3016,2021,Charles Leclerc,0
3017,2020,Lando Norris,0
3018,2021,Lando Norris,0
3019,2020,Alexander Albon,0
3020,2020,George Russell,1
3021,2021,George Russell,1
3022,2020,Nicholas Latifi,0
3023,2021,Nicholas Latifi,1
3024,2021,Yuki Tsunoda,0
3025,2021,Mick Schumacher,0
3026,2021,Nikita Mazepin,0
3027,2020,Kevin Magnussen,1
3028,2020,Valtteri Bottas,0
3029,2020,Kimi Räikkönen,0
3030,2020,Daniil Kvyat,0
3031,2020,Sergio Pérez,0
3032,2020,Romain Grosjean,1
3033,2020,Sebastian Vettel,0
3034,2020,Lewis Hamilton,0
3035,2020,Daniel Ricciardo,0
3036,2020,Carlos Sainz,0
3037,2020,Max Verstappen,0
3038,2020,Esteban Ocon,0
3040,2020,Lance Stroll,0
3041,2020,Pierre Gasly,0
3042,2020,Charles Leclerc,0
3043,2020,Lando Norris,0
3044,2020,Alexander Albon,0
3045,2020,George Russell,0
3046,2020,Nicholas Latifi,1
